model,stage,n_valid_cones,n_slices_median,truth_restricted_mean_mpc,pred_restricted_mean_mpc,relative_mean_bias,restricted_wasserstein_mpc,js_divergence,truth_underflow_fraction,pred_underflow_fraction,truth_censored_fraction,pred_censored_fraction,truth_ionized_fraction,pred_ionized_fraction
ufno-best,xbar_HI 0.02-0.20,72,0.0,130.41172427631824,136.99245219309648,0.06791119308777127,15.52035561475454,0.01651981422097004,0.0,0.0,0.4055989583333333,0.44986979166666663,0.8983503401360544,0.9190680272108844
ufno-best,xbar_HI 0.20-0.40,79,0.0,57.15045516061565,59.40586327977841,0.09295005574226467,8.466928574461617,0.014729101048236302,0.0,0.0,0.03125,0.03515625,0.6823214285714286,0.6988647959183675
ufno-best,xbar_HI 0.40-0.60,91,0.0,25.503884061573086,27.872674481580628,0.060104672836793105,3.2499671847526996,0.007754407783092774,0.0,0.0,0.0,0.0,0.4600340136054422,0.45785714285714285
ufno-best,xbar_HI 0.60-0.80,113,5.0,10.295834397255737,11.704378069646966,0.039136168778580505,0.8699346685181977,0.004560861567041288,0.0,0.0,0.0,0.0,0.24742346938775514,0.23935374149659863
ufno-best,xbar_HI 0.80-0.98,168,6.0,3.146232807386801,3.0500204029622875,-0.026095242087246506,0.22495923748861846,0.0029179959449769444,0.0,0.0,0.0,0.0,0.05397108843537416,0.04886054421768707
ufno-best,active 0.05-0.95,153,6.0,10.409624412869741,13.355905197217657,0.02375648275815978,1.5397715700282504,0.004733043246337639,0.0,0.0,0.0,0.0013020833333333333,0.20839285714285716,0.2317261904761905
